ds,yhat,yhat_lower,yhat_upper
2022-01-01,242.69759065381493,-500.52211118010064,989.1906183435376
2022-01-02,267.77614867923256,-402.04860689721454,957.2872722814768
2022-01-03,163.01144195709657,-574.997948285489,842.2235692988052
2022-01-04,266.53211577854677,-416.3282087267155,965.497890928195
2022-01-05,275.948994085378,-459.20503044385714,987.5171277632679
2022-01-06,242.78954325146353,-464.6628900977784,945.6513623897027
2022-01-07,323.41264205247506,-348.8309660507087,1033.1940485773457
2022-01-08,252.99136914437872,-439.6223017571512,983.0369733243076
2022-01-09,279.6603856712132,-457.1976170435854,999.1267187041055
2022-01-10,175.89400550387546,-539.6894002891153,816.2056593247785
2022-01-11,279.7234964850471,-393.60016712126645,984.9823175766923
2022-01-12,288.68476959486316,-390.5956508935788,1003.2071191376574
2022-01-13,254.25559747361245,-447.0097830966209,939.7505714285137
2022-01-14,332.77242535501534,-377.16640151742246,1043.3584976833874
2022-01-15,259.4144189003996,-506.5680154331458,975.4762191314729
2022-01-16,282.3512810983299,-375.2939657281049,971.5769655434491
2022-01-17,174.120908086023,-511.2587310947347,847.2091708075427
2022-01-18,272.8454283524435,-472.0313267028971,954.530309679442
2022-01-19,276.17680722468276,-432.95925266822553,938.2846127681237
2022-01-20,235.73120654322017,-437.62795577158823,913.3518809363857
2022-01-21,308.0022333908139,-393.37070013261496,1010.0887187283382
2022-01-22,228.34081382791976,-528.883024115737,910.2932422875666
2022-01-23,245.09833352346817,-417.0271100413088,934.9312057725211
2022-01-24,130.99924031615922,-580.138587002281,821.8969373830239
2022-01-25,224.35179043695777,-480.36448514082207,950.6155121577711
2022-01-26,222.98826601101462,-482.65663663710325,919.3225102502037
2022-01-27,178.69400389221238,-511.0415394535872,844.1733534458657
2022-01-28,248.11552022188022,-447.9502823718868,918.1977245213487
2022-01-29,166.73561332457462,-537.8057892766262,874.7026270924864
2022-01-30,183.01222556134076,-455.71081562766904,885.2331910817759
2022-01-31,69.74738602801929,-658.1231599529326,754.9870263103887
2022-02-02,167.49909543495272,-523.0706696944945,887.5488098085717
2022-02-03,128.12136718830243,-604.1045252284525,806.4329317291455
2022-02-04,203.7493013172566,-494.55197807858417,870.3373535615185
2022-02-05,129.77183335011185,-595.8710516847741,822.1899310041599
2022-02-06,154.51988734762767,-524.5250088459609,881.0747267214535
2022-02-07,50.63789690173945,-677.2834207640616,811.5367845764961
2022-02-08,156.29507188866694,-547.9215216493498,914.4221547211224
2022-02-09,169.12775016131974,-479.0930726925864,868.4886594896122
2022-02-10,140.67214168315064,-537.69188298395,821.2285848459072
2022-02-11,227.27767313398388,-430.77808615839206,900.9609822038627
2022-02-12,164.08869704430128,-568.2753652118441,790.52101990573
2022-02-13,199.19118851644726,-550.3095433448842,861.9453774671907
2022-02-14,104.99055723828282,-584.027707275338,784.9335345402422
2022-02-15,219.42914450081665,-496.1287550776326,924.381177181958
2022-02-16,239.9345760453237,-508.0514753651226,939.8994216994367
2022-02-17,217.85811456168932,-502.1713700748245,992.6376521497045
2022-02-18,309.39306487992667,-406.2699898957951,1037.5930997348999
