ds,yhat,yhat_lower,yhat_upper
2022-01-07,44.659345033180834,-255.1487831205021,324.5010762281413
2022-01-08,16.258136882360546,-250.1332306300077,285.5314323059287
2022-01-23,133.77360016528345,-131.09490461673258,393.5053783088048
2022-01-25,82.19329173739253,-220.59047280499627,348.0655826844929
2022-01-28,13.991117173071128,-262.4475109499743,280.59240390678127
2022-01-31,-60.62243998535563,-328.99868718121223,225.52833979788653
2022-02-06,-81.23048483986156,-372.90349409875176,199.99235875471487
2022-02-08,-132.1689255125322,-385.06033888901885,148.3495019722588
2022-02-22,-60.859955875622596,-346.8212408885685,214.55799279789733
2022-03-03,96.42171735344954,-193.92565109123998,377.200159881493
2022-03-05,93.2173937666531,-182.9496924387382,391.457364620415
2022-03-07,136.3997372401929,-150.59139777824757,429.4414736601888
2022-03-09,238.92464699045922,-22.29867167245778,497.3338233217197
2022-03-19,137.1176190038749,-148.57265084141667,414.55056335343147
2022-03-20,217.37899570502765,-83.85848567042014,487.63102350593584
2022-03-24,120.80358240272693,-146.5152138276699,401.7887768988477
2022-04-02,-10.182430666820665,-308.1728859207552,254.27568385890586
2022-04-03,72.87664823968498,-217.8259436405044,346.3704538170805
2022-04-05,34.47915652680762,-253.25753899177133,295.8752419604606
2022-04-21,11.407629477117787,-256.47289261453415,303.76077228115736
2022-04-22,12.516095794643,-282.1452322584555,285.1721228536613
2022-04-24,66.6756105636465,-211.0939159712489,345.6755675249546
2022-04-30,-9.315603489916214,-280.8058725628529,269.2852597856544
2022-05-03,66.90071872913228,-233.76183719165778,336.05675444808463
2022-05-08,136.86828317365996,-162.3761158922861,420.03218080958493
2022-05-12,130.62468155999034,-142.74730518110286,426.0728163710705
2022-05-14,116.67758843395296,-184.7663052415261,394.13788587358437
2022-05-19,203.60746747870627,-94.08276903782085,483.863063013779
2022-06-07,37.77652010249547,-229.8020131522483,322.5121986527987
2022-06-13,-93.71468010638135,-383.89916220867275,189.83324700901065
2022-06-15,-23.94050270892039,-314.7449623624562,246.746878184622
2022-06-20,-88.77157133881046,-378.9054054744586,196.52223653154724
2022-06-21,-32.01052380820761,-305.5609459557444,256.3429740319045
2022-06-24,-16.95806471630722,-317.05575238066746,253.34849603660317
2022-06-28,65.7526098926946,-198.85485433888402,355.0208275965655
2022-07-07,98.92289080449363,-189.76300065621612,392.5813310753801
2022-07-14,18.882937558109646,-258.00609738863295,304.62176617100937
2022-07-18,-73.03184534090852,-353.82141277508003,201.41936491187383
2022-07-23,-151.70225222634255,-428.7182710778431,131.23596992187987
