ds,yhat,yhat_lower,yhat_upper
2022-01-01,530.8625526873199,292.01511266176925,769.9812177983549
2022-01-02,523.5255207002434,286.82153371428643,767.182134593309
2022-01-03,493.17571611442304,246.80038485162362,732.6710269413924
2022-01-04,530.2496006158445,281.5697897236369,787.5220461510966
2022-01-05,500.717442131742,261.6764774135866,748.822218667053
2022-01-06,515.2512927719033,247.7170661382279,762.8285751392547
2022-01-07,533.7954271321902,286.480035465632,797.5530136960248
2022-01-08,531.0396071613699,268.7304891697793,758.4206000632996
2022-01-09,522.4832908129173,281.03044381532175,779.4189576731774
2022-01-10,491.66542013369985,232.6652961784361,736.8496730140959
2022-01-11,529.0115144083841,266.4621064591169,787.1849032930223
2022-01-12,500.4616639863458,253.6548786045665,742.5938805096491
2022-01-13,516.6396734862229,251.1066230416406,760.8915200296551
2022-01-14,537.4251398481666,297.92678145063894,782.8192195944819
2022-01-15,537.4287808125438,278.0503170986034,793.3541124787935
2022-01-16,532.0590691171548,279.45309110842277,776.6217958033762
2022-01-17,504.7547366358323,262.73446919815444,744.4705761447462
2022-01-18,545.8347952398108,291.7412451168359,809.242724877684
2022-01-19,521.129586027249,273.26757630243924,789.894355826951
2022-01-20,541.153018897233,285.15654917210315,800.4960595887381
2022-01-21,565.6777009475175,325.12176535514396,816.8174161197662
2022-01-22,569.2131844677191,331.72831939178536,836.5126789319376
2022-01-23,567.0753095694876,337.707601443948,835.9401435086701
2022-01-24,542.6211322210867,279.69494325757285,800.124092376155
2022-01-25,586.101019817782,350.9059177740785,816.1424512224264
2022-01-26,563.2913718545468,337.5419181868822,815.4339618761566
2022-01-27,584.6680856094837,315.585825288552,832.4457998109685
2022-01-28,609.9824363462634,368.1870539242461,880.8084513250237
2022-01-29,613.7395876475383,365.6032452635086,876.0193669227532
2022-01-30,611.26770587396,368.56981452834225,834.8303897694117
2022-01-31,585.9521824921667,325.0312483857488,850.2860851982748
2022-02-01,628.0865728968312,386.536093936385,882.8693157960024
2022-02-02,603.5037484285359,345.5996181138563,840.9859441883524
2022-02-03,622.747432035613,364.0410201505489,873.2985527571623
2022-02-04,645.6458474740701,391.7842539736581,893.0786350195891
2022-02-05,646.7877660710279,394.74512813731394,902.2014548982884
2022-02-06,641.588999442114,404.18806820695517,881.7363467956503
2022-02-07,613.5239200842601,350.4670285164403,874.0748924243163
2022-02-08,652.9736981504018,408.50926303152994,909.0396805599091
2022-02-09,625.8548299649317,368.6136314911928,868.0514336022734
2022-02-10,642.78820450061,397.2435849972158,899.9623073647266
2022-02-11,663.6705080957186,402.8578382422227,913.6651269792586
2022-02-12,663.1483153620472,404.9846368562744,916.3213090762464
2022-02-13,656.6829676077647,409.44091095432117,917.5292269777087
2022-02-14,627.7808657453538,373.92799929932363,873.8520169505996
2022-02-15,666.840897374562,411.0361274455707,899.6169972852783
2022-02-16,639.7825932564476,401.10830067112516,890.0978246760969
2022-02-17,657.2152659369848,392.21019959072134,908.0915589409452
2022-02-18,679.0099244192114,434.04776574908635,938.719577734599
2022-02-19,679.7742929017917,426.21020337826485,926.872067703106
2022-02-20,674.9190048698896,426.93001122007547,903.9427878686838
2022-02-21,647.889555770545,391.22288528932035,910.9433286831079
2022-02-22,689.0156824624696,432.16650818438814,918.1461521960935
2022-02-23,664.1417042413011,402.6546590564455,919.5161664858732
2022-02-24,683.7980116137232,413.40934129651083,943.9966915159281
2022-02-25,707.7754258377437,458.5802142804757,968.6812513954296
2022-02-26,710.6026841801201,471.2268253029294,950.3171398319331
