ds,yhat,yhat_lower,yhat_upper
2022-01-01,188.54301727712533,-315.97310536592613,704.9910362198699
2022-01-02,123.5651307785676,-426.4269369341017,631.1838926217449
2022-01-03,164.70811278320892,-339.9283577220714,701.3162593786086
2022-01-04,127.36552751740439,-457.58904964362915,658.9660868337546
2022-01-05,87.92660271629667,-482.66786776357134,616.1869684913714
2022-01-06,93.20904191100635,-424.4961946481013,582.6958280640267
2022-01-09,89.97881656720762,-468.2578194304782,593.900755660362
2022-01-10,130.49421220382948,-385.3663896045636,668.9069545430148
2022-01-11,93.2909313641745,-439.15234095506656,620.1206384992709
2022-01-12,54.76313820046728,-461.29043553335595,581.0160258660171
2022-01-13,61.71580758008089,-438.7358403896769,588.3696022207714
2022-01-14,102.12286584064563,-439.2207617914032,610.3500358398744
2022-01-15,130.3157481994247,-397.5379031989462,622.9735369429535
2022-01-16,67.6658753787398,-433.37098469820603,559.5897201734621
2022-01-18,79.91473610644243,-418.6677151647384,585.1992604762455
2022-01-19,46.434005737699884,-487.9820724183935,510.5396047929007
2022-01-20,58.67823025067364,-489.45017906351535,569.3789986189813
2022-01-21,104.50789937953861,-392.66189073204464,614.4947026727568
2022-01-22,138.1382319309395,-385.2065935108604,635.8138346676124
2022-01-23,80.82438246871837,-417.10162768137843,641.1007924725819
2022-01-24,130.70292528179885,-384.77174208181697,641.891545770243
2022-01-25,102.9918810830934,-416.5431500864438,600.3029841516945
2022-01-26,73.88489027397299,-469.212251037408,552.2178247691434
2022-01-27,89.9884054210658,-423.5767821342222,586.3367325858108
2022-01-28,139.08437439312337,-405.92744764260874,666.4489774803391
2022-01-29,175.32314459647145,-360.387522286313,676.5584393058953
2022-01-31,170.94748961834333,-361.13884434505655,706.4215520585389
2022-02-01,143.63615110907787,-396.15162868532997,674.8317617458049
2022-02-02,114.16863296215503,-423.44981082038436,633.7700203308146
2022-02-03,129.16668535066532,-400.99495805813564,666.915878492944
2022-02-04,176.44314972133043,-360.17192623420453,632.8638244323823
2022-02-05,210.19382103059547,-311.17201914026646,728.4290239147297
2022-02-06,151.68259445554395,-348.88144103825715,674.0320385093906
2022-02-07,199.0822161760409,-329.58882612657817,732.1932403018455
2022-02-09,133.73470582516896,-380.4857746832475,689.3877820994162
2022-02-10,143.9818812139472,-369.32098694012745,667.4411429853211
2022-02-11,186.3229355048519,-317.9607379270671,720.3707435337851
2022-02-12,215.0500397034731,-289.38961567729723,746.5522435993299
2022-02-13,151.52197421680705,-364.97322756854845,648.2154482384042
2022-02-14,194.00275616603872,-301.1487987839203,729.1953161740634
2022-02-15,157.8583300475937,-347.8967768149738,690.61590470942
2022-02-16,119.44701970825885,-375.27305512938494,673.4700254796056
2022-02-17,125.552716022194,-382.7967830412071,685.6012469741162
2022-02-18,164.14337840535003,-357.82209278449176,700.2324936797529
2022-02-19,189.55968918466485,-289.04218321680816,707.6078462706079
2022-02-20,123.19736304907167,-410.51658899020623,626.3827809209756
2022-02-21,163.34549247328354,-353.205308008656,679.8673811964418
2022-02-22,125.38327357117743,-415.8656485456298,654.0233221368234
2022-02-23,85.67079698591053,-442.9586300127547,610.1844273545787
2022-02-24,90.98285686890374,-468.384974817177,618.6705744242169
2022-02-25,129.2683273825862,-368.26022738724475,655.0185664023347
2022-02-26,154.8399107769967,-364.1150251032354,660.1607899235695
2022-02-27,89.05771924109924,-430.90066303941023,611.514367251394
2022-02-28,130.1690276391082,-361.225337884915,624.1485036302907
2022-03-02,55.380495596749284,-432.7236928339241,565.5147703042313
2022-03-03,62.51445640112699,-458.8006703411664,590.012475093466
2022-03-04,102.80572204557227,-380.00141677906555,615.2235172087181
2022-03-05,130.51669367862496,-366.6991764421929,657.7959887208631
2022-03-06,66.9596766795303,-441.74443860049377,614.7386539023971
2022-03-07,110.33773943767929,-454.5669520401465,606.4927642036894
